order_id,order_date,outlet_id,outlet_location_type,outlet_size,outlet_type,outlet_establishment_year,item_id,item_type,item_fat_content,item_weight_kg,item_visibility,item_mrp,units_sold,sales,rating,customer_type
BLK-ORD-08178,2025-02-08,BLK-OUT-011,Tier 3,Small,Supermarket Type1,2022,BLK-ITM-0746,Dairy,Low Fat,1.71,0.0221,120.41,3,352.10,4.5,Member
BLK-ORD-00981,2025-02-09,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0031,Dairy,Low Fat,0.58,0.0662,152.43,1,144.70,4.2,Returning
BLK-ORD-02157,2025-02-09,BLK-OUT-010,Tier 3,Small,Grocery Store,2021,BLK-ITM-0205,Baking Goods,Regular,1.11,0.2322,144.91,1,139.44,4.0,Returning
BLK-ORD-02717,2025-02-09,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0731,Dairy,Regular,1.02,0.1243,153.59,1,152.03,4.3,New
BLK-ORD-03091,2025-02-09,BLK-OUT-006,Tier 2,Small,Grocery Store,2020,BLK-ITM-0080,Snack Foods,Regular,0.88,0.0782,66.71,1,59.08,3.9,Member
BLK-ORD-03459,2025-02-09,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0530,Health and Hygiene,Low Fat,0.99,0.0985,92.08,1,89.13,3.8,Member
BLK-ORD-03755,2025-02-09,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0279,Dairy,Low Fat,0.21,0.3,240.95,4,911.68,4.1,Returning
BLK-ORD-04652,2025-02-09,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0022,Baking Goods,Low Fat,1.39,0.1461,140.38,3,384.55,4.9,Returning
BLK-ORD-05038,2025-02-09,BLK-OUT-009,Tier 3,Medium,Supermarket Type2,2017,BLK-ITM-0103,Dairy,Low Fat,1.09,0.0069,141.74,1,144.19,4.0,New
BLK-ORD-05144,2025-02-09,BLK-OUT-011,Tier 3,Small,Supermarket Type1,2022,BLK-ITM-0605,Dairy,Low Fat,1.51,0.1896,70.72,1,65.25,3.9,Returning
BLK-ORD-05220,2025-02-09,BLK-OUT-009,Tier 3,Medium,Supermarket Type2,2017,BLK-ITM-0009,Breads,Low Fat,0.66,0.1329,51.51,1,51.48,4.2,Returning
BLK-ORD-05450,2025-02-09,BLK-OUT-010,Tier 3,Small,Grocery Store,2021,BLK-ITM-0203,Health and Hygiene,Low Fat,1.2,0.1812,212.14,1,186.56,3.9,Member
BLK-ORD-05518,2025-02-09,BLK-OUT-010,Tier 3,Small,Grocery Store,2021,BLK-ITM-0667,Snack Foods,Low Fat,0.64,0.1823,40.62,1,37.91,4.4,Member
BLK-ORD-05889,2025-02-09,BLK-OUT-006,Tier 2,Small,Grocery Store,2020,BLK-ITM-0596,Fruits and Vegetables,Low Fat,2.58,0.0529,101.0,1,99.09,4.8,Returning
BLK-ORD-00022,2025-02-10,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0764,Snack Foods,Regular,0.4,0.1761,95.46,1,84.41,3.7,Member
BLK-ORD-00856,2025-02-10,BLK-OUT-011,Tier 3,Small,Supermarket Type1,2022,BLK-ITM-0463,Household,Low Fat,4.06,0.0542,482.11,2,921.88,4.1,New
BLK-ORD-01453,2025-02-10,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0218,Fruits and Vegetables,Low Fat,0.27,0.1021,164.27,2,299.45,4.0,Returning
BLK-ORD-02112,2025-02-10,BLK-OUT-009,Tier 3,Medium,Supermarket Type2,2017,BLK-ITM-0006,Fruits and Vegetables,Low Fat,3.31,0.0743,48.21,1,46.91,4.5,Returning
BLK-ORD-02839,2025-02-10,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0474,Household,Low Fat,1.11,0.199,102.56,1,90.68,4.1,Member
BLK-ORD-04419,2025-02-10,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0418,Household,Low Fat,4.16,0.0371,176.48,1,166.65,4.2,Returning
BLK-ORD-06582,2025-02-10,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0046,Canned,Low Fat,0.74,0.0284,75.8,1,71.66,4.5,Returning
BLK-ORD-06598,2025-02-10,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0113,Frozen Foods,Regular,0.79,0.0274,306.1,3,792.59,4.2,Member
BLK-ORD-06646,2025-02-10,BLK-OUT-009,Tier 3,Medium,Supermarket Type2,2017,BLK-ITM-0466,Breads,Low Fat,0.66,0.0797,52.28,1,44.82,4.7,Member
BLK-ORD-00441,2025-02-11,BLK-OUT-011,Tier 3,Small,Supermarket Type1,2022,BLK-ITM-0007,Breads,Low Fat,0.74,0.1087,73.14,2,132.17,4.7,New
BLK-ORD-00583,2025-02-11,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0269,Breads,Low Fat,0.35,0.1711,62.49,1,56.04,4.3,New
BLK-ORD-02366,2025-02-11,BLK-OUT-011,Tier 3,Small,Supermarket Type1,2022,BLK-ITM-0837,Dairy,Low Fat,0.89,0.1247,47.36,1,43.12,4.4,Member
BLK-ORD-02640,2025-02-11,BLK-OUT-008,Tier 3,High,Supermarket Type3,2010,BLK-ITM-0616,Baking Goods,Low Fat,1.0,0.0299,110.42,2,207.88,4.4,Returning
BLK-ORD-02932,2025-02-11,BLK-OUT-008,Tier 3,High,Supermarket Type3,2010,BLK-ITM-0640,Household,Low Fat,3.85,0.0342,287.93,1,268.94,4.4,New
BLK-ORD-03644,2025-02-11,BLK-OUT-011,Tier 3,Small,Supermarket Type1,2022,BLK-ITM-0296,Household,Low Fat,2.29,0.1209,74.02,1,66.93,3.9,Returning
BLK-ORD-05312,2025-02-11,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0296,Household,Low Fat,2.29,0.1209,74.02,1,71.73,3.4,Returning
BLK-ORD-06757,2025-02-11,BLK-OUT-003,Tier 1,Medium,Grocery Store,2018,BLK-ITM-0408,Meat,Regular,0.69,0.1381,149.66,3,399.42,4.3,Returning
BLK-ORD-07504,2025-02-11,BLK-OUT-007,Tier 2,Small,Supermarket Type1,2019,BLK-ITM-0827,Breakfast,Low Fat,1.12,0.212,91.2,3,251.98,4.6,Returning
BLK-ORD-07681,2025-02-11,BLK-OUT-009,Tier 3,Medium,Supermarket Type2,2017,BLK-ITM-0832,Snack Foods,Regular,0.57,0.196,169.04,1,147.72,4.0,Returning
BLK-ORD-00974,2025-02-12,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0761,Dairy,Low Fat,0.3,0.0543,124.63,1,114.60,3.7,Returning
BLK-ORD-01101,2025-02-12,BLK-OUT-008,Tier 3,High,Supermarket Type3,2010,BLK-ITM-0406,Soft Drinks,Low Fat,2.28,0.1048,96.04,3,266.21,4.5,Returning
BLK-ORD-01939,2025-02-12,BLK-OUT-010,Tier 3,Small,Grocery Store,2021,BLK-ITM-0761,Dairy,Low Fat,0.3,0.0543,124.63,2,228.86,4.1,Member
BLK-ORD-03489,2025-02-12,BLK-OUT-008,Tier 3,High,Supermarket Type3,2010,BLK-ITM-0590,Health and Hygiene,Regular,0.87,0.1982,346.67,2,645.58,4.4,Member
BLK-ORD-04712,2025-02-12,BLK-OUT-007,Tier 2,Small,Supermarket Type1,2019,BLK-ITM-0520,Soft Drinks,Regular,0.21,0.1232,86.68,1,81.55,4.4,Returning
BLK-ORD-06802,2025-02-12,BLK-OUT-003,Tier 1,Medium,Grocery Store,2018,BLK-ITM-0283,Dairy,Low Fat,0.5,0.1556,46.16,1,44.64,4.1,Returning
BLK-ORD-07776,2025-02-12,BLK-OUT-007,Tier 2,Small,Supermarket Type1,2019,BLK-ITM-0707,Fruits and Vegetables,Low Fat,0.75,0.0411,37.39,4,138.06,3.8,Returning
BLK-ORD-07813,2025-02-12,BLK-OUT-003,Tier 1,Medium,Grocery Store,2018,BLK-ITM-0688,Dairy,Low Fat,1.59,0.1174,176.52,2,341.60,4.8,Returning
BLK-ORD-00353,2025-02-13,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0242,Snack Foods,Low Fat,0.44,0.0623,76.41,1,74.47,4.1,Returning
BLK-ORD-00432,2025-02-13,BLK-OUT-010,Tier 3,Small,Grocery Store,2021,BLK-ITM-0627,Soft Drinks,Low Fat,1.33,0.1048,68.38,2,121.27,4.1,Member
BLK-ORD-00965,2025-02-13,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0125,Baking Goods,Regular,1.5,0.0395,47.79,1,41.52,3.7,Returning
BLK-ORD-01795,2025-02-13,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0895,Frozen Foods,Regular,0.26,0.1647,187.17,1,165.33,3.6,Member
BLK-ORD-03827,2025-02-13,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0691,Soft Drinks,Regular,1.99,0.1029,99.58,1,86.13,4.3,Member
BLK-ORD-04624,2025-02-13,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0318,Breakfast,Low Fat,0.38,0.096,230.84,1,208.01,3.6,Member
BLK-ORD-05228,2025-02-13,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0555,Fruits and Vegetables,Low Fat,2.08,0.2112,44.45,1,41.04,4.8,Returning
BLK-ORD-05760,2025-02-13,BLK-OUT-006,Tier 2,Small,Grocery Store,2020,BLK-ITM-0485,Fruits and Vegetables,Regular,3.43,0.1017,73.76,2,124.27,4.7,Member
BLK-ORD-06411,2025-02-13,BLK-OUT-009,Tier 3,Medium,Supermarket Type2,2017,BLK-ITM-0135,Snack Foods,Regular,0.65,0.3,129.04,2,227.44,5.0,Member
BLK-ORD-06502,2025-02-13,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0066,Fruits and Vegetables,Low Fat,0.31,0.1141,25.15,1,24.50,4.4,Returning
BLK-ORD-06880,2025-02-13,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0426,Dairy,Low Fat,0.8,0.0238,78.97,1,70.16,4.1,Member
BLK-ORD-06901,2025-02-13,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0494,Fruits and Vegetables,Low Fat,4.76,0.2811,130.49,1,116.05,3.9,Member
BLK-ORD-07509,2025-02-13,BLK-OUT-011,Tier 3,Small,Supermarket Type1,2022,BLK-ITM-0306,Fruits and Vegetables,Low Fat,2.55,0.1172,158.9,2,271.36,4.2,Member
BLK-ORD-02071,2025-02-14,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0144,Fruits and Vegetables,Low Fat,2.64,0.0551,52.8,1,48.21,4.1,Returning
BLK-ORD-02224,2025-02-14,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0622,Snack Foods,Regular,0.44,0.2047,59.85,2,109.49,4.1,New
BLK-ORD-02826,2025-02-14,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0819,Snack Foods,Regular,0.35,0.0464,68.93,3,187.57,4.2,Member
BLK-ORD-02842,2025-02-14,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0269,Breads,Low Fat,0.35,0.1711,62.49,1,57.91,3.9,Returning
BLK-ORD-02943,2025-02-14,BLK-OUT-008,Tier 3,High,Supermarket Type3,2010,BLK-ITM-0689,Snack Foods,Low Fat,0.22,0.0864,27.8,1,23.96,4.4,Member
BLK-ORD-04852,2025-02-14,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0140,Canned,Low Fat,0.65,0.0958,140.86,1,122.51,2.8,Member
BLK-ORD-05367,2025-02-14,BLK-OUT-008,Tier 3,High,Supermarket Type3,2010,BLK-ITM-0603,Household,Low Fat,0.94,0.0318,316.17,1,279.87,4.4,Member
BLK-ORD-06240,2025-02-14,BLK-OUT-006,Tier 2,Small,Grocery Store,2020,BLK-ITM-0878,Snack Foods,Low Fat,0.2,0.0375,122.76,1,113.88,3.9,Member
BLK-ORD-08111,2025-02-14,BLK-OUT-007,Tier 2,Small,Supermarket Type1,2019,BLK-ITM-0183,Health and Hygiene,Low Fat,1.31,0.0211,77.1,2,140.96,4.6,Returning
BLK-ORD-08242,2025-02-14,BLK-OUT-009,Tier 3,Medium,Supermarket Type2,2017,BLK-ITM-0674,Baking Goods,Low Fat,0.31,0.1415,150.09,1,133.42,4.6,Returning
BLK-ORD-01259,2025-02-15,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0759,Baking Goods,Regular,0.16,0.0585,77.79,1,77.65,4.4,Returning
BLK-ORD-01548,2025-02-15,BLK-OUT-008,Tier 3,High,Supermarket Type3,2010,BLK-ITM-0169,Meat,Regular,1.33,0.0252,638.66,2,1167.21,4.8,Returning
BLK-ORD-01839,2025-02-15,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0776,Baking Goods,Regular,0.33,0.2546,159.71,4,624.75,3.6,Member
BLK-ORD-02331,2025-02-15,BLK-OUT-007,Tier 2,Small,Supermarket Type1,2019,BLK-ITM-0861,Seafood,Low Fat,0.61,0.0087,143.43,1,131.28,4.8,Returning
BLK-ORD-02537,2025-02-15,BLK-OUT-007,Tier 2,Small,Supermarket Type1,2019,BLK-ITM-0915,Baking Goods,Low Fat,0.67,0.0892,79.99,1,75.56,3.5,Returning
BLK-ORD-02899,2025-02-15,BLK-OUT-006,Tier 2,Small,Grocery Store,2020,BLK-ITM-0726,Health and Hygiene,Low Fat,0.25,0.0484,424.69,1,408.54,4.5,Returning
BLK-ORD-03661,2025-02-15,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0233,Fruits and Vegetables,Low Fat,3.19,0.0881,38.65,2,73.39,4.8,New
BLK-ORD-03770,2025-02-15,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0590,Health and Hygiene,Regular,0.87,0.1982,346.67,5,1602.19,4.0,Returning
BLK-ORD-03859,2025-02-15,BLK-OUT-008,Tier 3,High,Supermarket Type3,2010,BLK-ITM-0670,Snack Foods,Regular,0.19,0.0433,65.77,2,121.34,4.0,Member
BLK-ORD-04008,2025-02-15,BLK-OUT-008,Tier 3,High,Supermarket Type3,2010,BLK-ITM-0247,Canned,Low Fat,0.72,0.1703,133.72,1,123.96,4.6,Member
BLK-ORD-04040,2025-02-15,BLK-OUT-009,Tier 3,Medium,Supermarket Type2,2017,BLK-ITM-0716,Frozen Foods,Low Fat,1.87,0.0528,137.1,1,133.70,4.0,Returning
BLK-ORD-04644,2025-02-15,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0755,Fruits and Vegetables,Regular,3.86,0.1395,34.42,1,34.23,3.7,Returning
BLK-ORD-04722,2025-02-15,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0040,Breakfast,Low Fat,0.17,0.2643,91.8,1,88.42,4.3,Member
BLK-ORD-05930,2025-02-15,BLK-OUT-010,Tier 3,Small,Grocery Store,2021,BLK-ITM-0545,Breads,Regular,0.29,0.0674,42.93,1,38.72,4.6,Member
BLK-ORD-07780,2025-02-15,BLK-OUT-008,Tier 3,High,Supermarket Type3,2010,BLK-ITM-0416,Dairy,Regular,0.13,0.0891,55.92,1,56.76,3.4,Returning
BLK-ORD-08129,2025-02-15,BLK-OUT-011,Tier 3,Small,Supermarket Type1,2022,BLK-ITM-0902,Household,Low Fat,4.35,0.258,373.22,1,360.87,4.0,Member
BLK-ORD-01445,2025-02-16,BLK-OUT-009,Tier 3,Medium,Supermarket Type2,2017,BLK-ITM-0146,Snack Foods,Low Fat,0.61,0.0558,249.63,2,500.21,4.5,Returning
BLK-ORD-01511,2025-02-16,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0016,Soft Drinks,Low Fat,0.57,0.1007,25.69,2,49.64,4.4,Member
BLK-ORD-03359,2025-02-16,BLK-OUT-011,Tier 3,Small,Supermarket Type1,2022,BLK-ITM-0623,Fruits and Vegetables,Low Fat,2.23,0.0339,82.48,1,82.80,4.2,New
BLK-ORD-03391,2025-02-16,BLK-OUT-010,Tier 3,Small,Grocery Store,2021,BLK-ITM-0325,Frozen Foods,Regular,0.21,0.1616,250.11,1,233.22,3.5,Member
BLK-ORD-04648,2025-02-16,BLK-OUT-009,Tier 3,Medium,Supermarket Type2,2017,BLK-ITM-0151,Canned,Regular,0.91,0.0434,68.86,1,71.76,4.4,New
BLK-ORD-05345,2025-02-16,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0137,Dairy,Low Fat,0.98,0.1222,106.35,1,93.41,3.7,Member
BLK-ORD-06788,2025-02-16,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0146,Snack Foods,Low Fat,0.61,0.0558,249.63,3,696.24,4.5,Member
BLK-ORD-08008,2025-02-16,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0172,Snack Foods,Regular,0.91,0.0517,39.58,2,71.16,4.6,Member
BLK-ORD-01638,2025-02-17,BLK-OUT-011,Tier 3,Small,Supermarket Type1,2022,BLK-ITM-0352,Fruits and Vegetables,Low Fat,1.63,0.0577,44.17,1,44.12,3.4,New
BLK-ORD-01732,2025-02-17,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0090,Breakfast,Low Fat,0.44,0.1844,299.34,1,300.90,4.3,New
BLK-ORD-01825,2025-02-17,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0568,Canned,Low Fat,0.39,0.1709,249.91,3,689.03,4.1,Member
BLK-ORD-01993,2025-02-17,BLK-OUT-010,Tier 3,Small,Grocery Store,2021,BLK-ITM-0453,Frozen Foods,Regular,1.97,0.2041,251.92,2,457.41,3.6,Member
BLK-ORD-02706,2025-02-17,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0125,Baking Goods,Regular,1.5,0.0395,47.79,1,43.00,4.8,Returning
BLK-ORD-04251,2025-02-17,BLK-OUT-003,Tier 1,Medium,Grocery Store,2018,BLK-ITM-0849,Snack Foods,Low Fat,0.66,0.2424,70.51,1,66.74,4.7,Member
BLK-ORD-04656,2025-02-17,BLK-OUT-011,Tier 3,Small,Supermarket Type1,2022,BLK-ITM-0909,Snack Foods,Regular,0.52,0.1287,148.28,1,144.05,3.9,Returning
BLK-ORD-05076,2025-02-17,BLK-OUT-006,Tier 2,Small,Grocery Store,2020,BLK-ITM-0017,Frozen Foods,Regular,1.53,0.1686,68.15,1,57.79,4.4,Member
BLK-ORD-05212,2025-02-17,BLK-OUT-006,Tier 2,Small,Grocery Store,2020,BLK-ITM-0880,Dairy,Low Fat,1.86,0.2831,235.08,1,214.87,4.4,Member
BLK-ORD-05712,2025-02-17,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0682,Dairy,Low Fat,1.06,0.3,163.8,2,291.18,4.0,Member
BLK-ORD-05890,2025-02-17,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0687,Baking Goods,Regular,0.79,0.0899,218.84,1,187.98,5.0,Member
BLK-ORD-07550,2025-02-17,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0605,Dairy,Low Fat,1.51,0.1896,70.72,1,66.75,4.6,New
BLK-ORD-07802,2025-02-17,BLK-OUT-007,Tier 2,Small,Supermarket Type1,2019,BLK-ITM-0619,Household,Low Fat,0.86,0.0118,519.81,5,2347.80,4.2,Member
BLK-ORD-08367,2025-02-17,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0250,Breakfast,Regular,0.71,0.0605,70.4,2,133.77,3.9,Returning
BLK-ORD-00650,2025-02-18,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0635,Seafood,Low Fat,1.93,0.0864,718.98,4,2436.81,3.9,Member
BLK-ORD-01254,2025-02-18,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0648,Snack Foods,Low Fat,0.39,0.0982,103.17,2,185.76,4.0,Member
BLK-ORD-01371,2025-02-18,BLK-OUT-007,Tier 2,Small,Supermarket Type1,2019,BLK-ITM-0135,Snack Foods,Regular,0.65,0.3,129.04,1,116.84,4.1,New
BLK-ORD-01903,2025-02-18,BLK-OUT-011,Tier 3,Small,Supermarket Type1,2022,BLK-ITM-0918,Frozen Foods,Regular,0.92,0.0628,370.0,1,321.33,4.2,Member
BLK-ORD-02629,2025-02-18,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0714,Dairy,Regular,0.33,0.0476,81.7,2,156.18,4.3,New
BLK-ORD-02648,2025-02-18,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0152,Health and Hygiene,Low Fat,0.39,0.0615,601.53,1,544.26,4.3,Member
BLK-ORD-02988,2025-02-18,BLK-OUT-011,Tier 3,Small,Supermarket Type1,2022,BLK-ITM-0916,Meat,Low Fat,2.08,0.114,189.18,1,179.67,3.5,Returning
BLK-ORD-04486,2025-02-18,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0419,Fruits and Vegetables,Low Fat,3.95,0.0903,115.2,1,105.61,3.1,Member
BLK-ORD-04602,2025-02-18,BLK-OUT-006,Tier 2,Small,Grocery Store,2020,BLK-ITM-0878,Snack Foods,Low Fat,0.2,0.0375,122.76,3,318.46,3.6,Member
BLK-ORD-04693,2025-02-18,BLK-OUT-008,Tier 3,High,Supermarket Type3,2010,BLK-ITM-0785,Household,Low Fat,4.65,0.1578,322.05,1,287.36,4.6,Member
BLK-ORD-05244,2025-02-18,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0843,Health and Hygiene,Low Fat,1.1,0.272,126.06,2,223.52,4.4,Returning
BLK-ORD-06673,2025-02-18,BLK-OUT-008,Tier 3,High,Supermarket Type3,2010,BLK-ITM-0205,Baking Goods,Regular,1.11,0.2322,144.91,2,266.27,4.0,Member
BLK-ORD-06683,2025-02-18,BLK-OUT-011,Tier 3,Small,Supermarket Type1,2022,BLK-ITM-0669,Canned,Regular,0.71,0.209,55.0,1,55.17,4.4,New
BLK-ORD-07178,2025-02-18,BLK-OUT-003,Tier 1,Medium,Grocery Store,2018,BLK-ITM-0032,Soft Drinks,Low Fat,2.39,0.0683,76.82,2,142.26,4.0,Returning
BLK-ORD-00656,2025-02-19,BLK-OUT-007,Tier 2,Small,Supermarket Type1,2019,BLK-ITM-0571,Breakfast,Low Fat,0.92,0.0709,325.84,1,308.85,4.3,Returning
BLK-ORD-00936,2025-02-19,BLK-OUT-010,Tier 3,Small,Grocery Store,2021,BLK-ITM-0174,Canned,Regular,0.23,0.0889,65.42,2,126.45,3.9,Returning
BLK-ORD-02441,2025-02-19,BLK-OUT-010,Tier 3,Small,Grocery Store,2021,BLK-ITM-0090,Breakfast,Low Fat,0.44,0.1844,299.34,2,557.32,5.0,Member
BLK-ORD-04208,2025-02-19,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0746,Dairy,Low Fat,1.71,0.0221,120.41,1,102.35,4.0,Member
BLK-ORD-05397,2025-02-19,BLK-OUT-011,Tier 3,Small,Supermarket Type1,2022,BLK-ITM-0535,Fruits and Vegetables,Low Fat,2.68,0.1841,66.86,1,59.99,4.0,Member
BLK-ORD-06882,2025-02-19,BLK-OUT-008,Tier 3,High,Supermarket Type3,2010,BLK-ITM-0710,Dairy,Low Fat,1.73,0.0797,88.05,3,228.91,3.9,Member
BLK-ORD-07012,2025-02-19,BLK-OUT-007,Tier 2,Small,Supermarket Type1,2019,BLK-ITM-0728,Snack Foods,Low Fat,0.68,0.3,82.91,2,140.39,4.5,Member
BLK-ORD-07050,2025-02-19,BLK-OUT-007,Tier 2,Small,Supermarket Type1,2019,BLK-ITM-0327,Fruits and Vegetables,Low Fat,4.38,0.0289,85.93,2,164.25,3.5,Returning
BLK-ORD-07227,2025-02-19,BLK-OUT-007,Tier 2,Small,Supermarket Type1,2019,BLK-ITM-0374,Soft Drinks,Low Fat,0.3,0.2052,48.29,1,45.15,4.2,Member
BLK-ORD-01079,2025-02-20,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0749,Dairy,Low Fat,1.43,0.1036,141.67,2,261.56,4.4,Returning
BLK-ORD-03293,2025-02-20,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0539,Breakfast,Low Fat,1.41,0.1592,294.87,1,278.27,4.2,New
BLK-ORD-03719,2025-02-20,BLK-OUT-006,Tier 2,Small,Grocery Store,2020,BLK-ITM-0237,Frozen Foods,Regular,0.95,0.0811,181.67,1,171.83,4.0,Returning
BLK-ORD-03807,2025-02-20,BLK-OUT-008,Tier 3,High,Supermarket Type3,2010,BLK-ITM-0743,Baking Goods,Regular,1.82,0.0851,151.74,3,407.28,4.7,New
BLK-ORD-04788,2025-02-20,BLK-OUT-006,Tier 2,Small,Grocery Store,2020,BLK-ITM-0691,Soft Drinks,Regular,1.99,0.1029,99.58,1,89.85,4.4,Member
BLK-ORD-05276,2025-02-20,BLK-OUT-008,Tier 3,High,Supermarket Type3,2010,BLK-ITM-0629,Dairy,Regular,0.82,0.2394,256.0,2,450.62,4.0,Member
BLK-ORD-05609,2025-02-20,BLK-OUT-011,Tier 3,Small,Supermarket Type1,2022,BLK-ITM-0106,Fruits and Vegetables,Low Fat,2.33,0.2888,76.64,2,151.30,4.4,New
BLK-ORD-00595,2025-02-21,BLK-OUT-010,Tier 3,Small,Grocery Store,2021,BLK-ITM-0771,Snack Foods,Regular,0.92,0.0264,37.37,2,67.26,4.6,Member
BLK-ORD-00898,2025-02-21,BLK-OUT-010,Tier 3,Small,Grocery Store,2021,BLK-ITM-0084,Canned,Low Fat,0.21,0.0491,137.5,3,346.26,4.2,Member
BLK-ORD-02033,2025-02-21,BLK-OUT-011,Tier 3,Small,Supermarket Type1,2022,BLK-ITM-0690,Canned,Low Fat,0.39,0.1017,141.49,1,132.86,4.3,New
BLK-ORD-02078,2025-02-21,BLK-OUT-003,Tier 1,Medium,Grocery Store,2018,BLK-ITM-0344,Frozen Foods,Regular,1.14,0.1343,106.94,1,96.73,3.1,Member
BLK-ORD-02312,2025-02-21,BLK-OUT-010,Tier 3,Small,Grocery Store,2021,BLK-ITM-0545,Breads,Regular,0.29,0.0674,42.93,2,74.80,4.1,Member
BLK-ORD-02497,2025-02-21,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0141,Baking Goods,Low Fat,1.59,0.0968,64.19,1,58.31,3.9,Member
BLK-ORD-03055,2025-02-21,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0913,Frozen Foods,Low Fat,1.58,0.2794,243.56,2,444.54,4.1,Returning
BLK-ORD-03406,2025-02-21,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0316,Soft Drinks,Low Fat,0.2,0.0611,122.72,1,118.68,4.3,New
BLK-ORD-03412,2025-02-21,BLK-OUT-011,Tier 3,Small,Supermarket Type1,2022,BLK-ITM-0751,Canned,Regular,0.64,0.0706,75.56,3,211.08,4.1,Returning
BLK-ORD-04191,2025-02-21,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0575,Meat,Low Fat,0.28,0.0378,103.25,3,286.46,3.5,Member
